obs,date,ramey,tbr,barrotax,hours,govsaving,y,p,dtfp,g,gdpr,gdpp,invrtotal,dutil,govcons,govint,govtax,govtransf,govsocsec,compens,rfixinvest,nfixinvest
1992Q1,1992,0,3.89,0.368999987840652,159.302,-324.7,60.345,74.722,10.3583471269068,2259.676,9123,69.942,1178.889,-0.98018387680713,74.118,54.897,1208.2,730.3,450.8,82.881,47.622,714.2
1992Q2,1992.25,0,3.68,0.368999987840652,160.003,-331.4,61.086,75.069,-2.23288093337644,2256.764,9223.5,70.388,1245.738,4.0272787037096,74.288,55.22,1232.7,752.2,455.8,83.051,49.173,736.7
1992Q3,1992.5,0,3.08,0.368999987840652,160.316,-343.9,61.743,75.397,0.610844897454418,2268.397,9313.2,70.723,1255.778,-0.0984309746637115,75.084,57.009,1240.7,762.3,459.9,83.483,49.933,748.6
1992Q4,1992.75,0,3.07,0.368999987840652,161.401,-330.6,62.532,75.932,-0.228520450895896,2263.51,9406.5,71.201,1294.229,1.00379019264448,75.17,57.003,1277.2,780.3,461.8,83.407,51.248,768.3
1993Q1,1993,0,2.96,0.379000008106232,162.805,-340.6,62.581,76.421,-7.3496519976663,2237.845,9424.1,71.606,1324.609,2.20566790983493,74.466,55.75,1260,786.5,469.6,82.216,51.75,776.6
1993Q2,1993.25,0,2.97,0.379000008106232,164.701,-306,62.955,76.838,-2.20320160290885,2240.344,9480.1,72.041,1332.119,2.4533066811129,74.34,55.759,1306.6,794.3,477.7,82.279,52.761,792.4
1993Q3,1993.5,0,3,0.379000008106232,165.545,-317.2,63.438,77.262,-3.47067857841549,2245.097,9526.3,72.475,1323.144,1.46022505868118,74.729,56.817,1321.1,811.5,482.3,82.026,53.19,798.4
1993Q4,1993.75,0,3.06,0.379000008106232,166.944,-283.5,64.357,77.591,3.7264755069651,2249.95,9653.5,72.853,1392.54,1.31499871996051,74.871,57.228,1383.5,826,488.9,82.217,55.102,829.5
1994Q1,1994,0,3.24,0.384999990463257,167.617,-266.5,64.981,77.823,-2.12851504196838,2222.134,9748.2,73.206,1446.244,0.495751407894784,74.545,56.885,1374,823.7,500.7,81.654,55.724,841.1
1994Q2,1994.25,0,3.99,0.384999990463257,170.45,-236.8,66.074,78.222,-1.62999463384133,2235.145,9881.4,73.571,1517.13,2.66485914317135,74.767,57.811,1420.1,830.4,508.8,81.866,56.579,855.7
1994Q3,1994.5,0,4.48,0.384999990463257,172.534,-254.6,66.474,78.71,-0.333717735005592,2272.694,9939.7,73.969,1492.158,-1.43316674601382,75.666,59.366,1440.9,837.9,513.1,81.149,57.532,871.9
1994Q4,1994.75,0,5.28,0.384999990463257,173.521,-256.8,67.53,79.034,2.85070599981812,2252.199,10052.5,74.376,1553.518,1.05038352677705,75.077,58.908,1467.3,867.7,520,81.26,59.769,906.6
1995Q1,1995,0,5.74,0.386000007390976,174.733,-254.1,67.843,79.389,0.739202932715567,2256.815,10086.9,74.803,1570.273,-3.00662125706764,75.154,58.594,1489.1,875.8,528.4,81.055,61.994,944.3
1995Q2,1995.25,0,5.6,0.386000007390976,174.718,-241.8,68.089,79.733,3.47023416264558,2268.644,10122.1,75.132,1537.736,-3.98999512417993,75.502,59.123,1507.8,882.5,532.8,80.965,62.595,956.6
1995Q3,1995.5,0,5.37,0.386000007390976,176.688,-245.2,68.866,79.986,1.75274950273977,2262.435,10208.8,75.489,1528.614,-0.27946731678852,75.578,59.441,1525.7,888.5,538,81.046,63.01,965.5
1995Q4,1995.75,0,5.26,0.386000007390976,176.826,-222.3,69.471,80.183,1.64681042036281,2242.097,10281.2,75.861,1566.652,-0.532303330926177,74.713,58.757,1544.2,882.7,542.7,81.511,64.26,982.5
1996Q1,1996,0,4.93,0.384999990463257,176.539,-223.1,69.953,80.451,6.97314249971891,2246.776,10348.7,76.272,1590.623,-3.9074939951474,74.67,58.585,1586.1,918.8,547,82.087,65.858,1003.6
1996Q2,1996.25,0,5.02,0.384999990463257,177.957,-179.9,71.355,80.758,-2.19212693526418,2282.77,10529.4,76.562,1667.682,6.10837443114306,75.833,60.015,1642.4,930.5,554.8,82.262,67.638,1026.6
1996Q3,1996.5,0,5.1,0.384999990463257,179.375,-169.6,72.227,81.028,0.228943490465625,2285.177,10626.8,76.778,1744.489,1.3485118945837,75.712,60.185,1651.4,927.1,561.4,82.478,69.765,1059.1
1996Q4,1996.75,0,4.98,0.384999990463257,181.615,-141.4,73.142,81.408,0.980313692985089,2301.908,10739.1,77.168,1743.944,0.050338209933118,76.164,61.204,1686.1,940.2,568.2,82.201,71.52,1083.5
1997Q1,1997,0,5.06,0.386000007390976,183.564,-120.7,73.721,81.871,-2.99043781294953,2301.335,10820.9,77.647,1781.576,1.90891316572246,75.966,60.65,1727,946.2,578.4,82.51,73.146,1106.8
1997Q2,1997.25,0,5.05,0.386000007390976,184.665,-102.5,75.037,82.223,2.34725676443863,2325.254,10984.2,77.857,1879.966,0.62284725655889,77.079,63.115,1760.2,947.2,585.2,82.956,74.682,1129.2
1997Q3,1997.5,0,5.05,0.386000007390976,185.789,-68.7,76.105,82.443,3.30368017412487,2329.034,11124,78.135,1913.623,0.400453720462722,77.175,62.969,1803.9,953.7,593.3,83.371,78.001,1178.4
1997Q4,1997.75,0,5.09,0.386000007390976,186.66,-72.8,76.78,82.648,-0.246231788059515,2332.473,11210.3,78.395,1940.73,1.41955849313257,77.68,64.313,1829,971.1,604.1,84.444,78.531,1181.9
1998Q1,1998,0,5.05,0.386999994516373,187.704,-22.6,77.707,82.669,3.06320394580072,2318.955,11321.2,78.523,2027.137,-1.18221798576085,77.215,62.923,1863.8,968.2,614.9,85.835,81.024,1212.4
1998Q2,1998.25,0,4.98,0.386999994516373,188.571,-8.8,78.587,82.707,5.31019245968697,2366.049,11431,78.687,2013.441,-3.59693519861926,78.471,65.354,1893.5,971.7,623.5,86.71,83.701,1246.1
1998Q3,1998.5,0,4.82,0.386999994516373,188.875,21.7,79.796,82.917,3.77180168392144,2387.567,11580.6,78.981,2067.218,-0.0557140527243392,78.54,66.63,1928.4,975.9,632.1,87.672,84.962,1259.8
1998Q4,1998.75,0,4.25,0.386999994516373,191.519,20.6,81.438,82.899,-1.25704320349199,2409.405,11770.7,79.228,2125.53,1.25523656930988,79.538,67.385,1957.4,996.6,640.5,87.628,87.404,1292.9
1999Q1,1999,0.16084853863066,4.41,0.389999985694885,191.557,47.5,82.207,83.168,6.12863825005205,2418.145,11864.7,79.624,2186.065,-2.22364448266271,79.748,67.646,1982.7,1002.1,655.6,88.712,89.318,1319.9
1999Q2,1999.25,0,4.45,0.389999985694885,192.909,62.8,82.931,83.409,-1.36196519211016,2431.652,11962.5,79.891,2188.002,-0.313745768307823,79.961,68.803,2008.3,1005.9,659.7,88.273,91.665,1351.4
1999Q3,1999.5,0,4.65,0.389999985694885,194.182,71.5,84.189,83.661,0.783441755824395,2460.252,12113.1,80.18,2242.786,0.318695234340741,80.839,70.637,2050.2,1015.9,665.6,88.329,94.236,1383.8
1999Q4,1999.75,0,5.04,0.389999985694885,194.838,84.8,85.88,83.979,4.57909387879912,2496.734,12323.3,80.547,2308.637,-0.102538737322857,81.828,72.517,2102,1035,677.4,89.517,94.578,1391.4
2000Q1,2000,0,5.52,0.391999989748001,195.59,176.2,85.913,84.544,0.176342621218504,2476.222,12359.1,81.163,2287.827,1.45570090420714,80.84,70.056,2174.2,1036.1,700.9,91.996,97.947,1445.5
2000Q2,2000.25,0,5.71,0.391999989748001,195.798,146.4,87.802,84.958,4.45228943746804,2506.392,12592.5,81.623,2424.549,-0.756434418268194,82.373,72.619,2203.6,1064.8,702.4,91.582,101.045,1494.7
2000Q3,2000.5,0,6.02,0.391999989748001,195.775,153.7,87.808,85.472,1.20181392391457,2501.218,12607.7,82.152,2394.141,-2.55276579542573,81.965,72.518,2206.9,1079.1,714.8,92.571,102.11,1515.5
2000Q4,2000.75,0,6.02,0.391999989748001,194.965,149.8,88.32,85.825,3.66797177156417,2508.965,12679.3,82.593,2395.566,-2.45222267305811,82.157,73.529,2226.6,1103.5,719.5,92.444,102.38,1519.4
2001Q1,2001,0,4.82,0.384999990463257,194.632,130,87.913,86.212,0.423005390863067,2546.27,12643.3,83.112,2285.261,-1.76249181559068,83.427,75.979,2244.1,1127.6,739.2,93.797,101.554,1501.5
2001Q2,2001.25,0,3.66,0.384999990463257,192.666,92.8,88.46,86.679,2.81963588760371,2596.404,12710.3,83.699,2277.059,-1.25734755128581,84.439,77.737,2242.6,1159.5,737.8,93.381,99.248,1467.6
2001Q3,2001.5,0.912454147590981,3.17,0.384999990463257,190.574,-130.2,87.975,86.701,-0.0351941912891194,2594.584,12670.1,83.973,2236.591,-1.66632908228771,85.209,78.956,2028.3,1167.6,735.3,93.227,97.951,1445
2001Q4,2001.75,0,1.91,0.384999990463257,188.421,-34.7,88.054,86.907,4.29184034887311,2632.367,12705.3,84.227,2126.879,-3.23403952629198,85.842,80.391,2139.7,1219.2,735.5,94.143,95.113,1401.5
2002Q1,2002,2.7684516482942,1.72,0.379999995231628,186.73,-228,89.241,86.783,4.87847874508995,2671.272,12822.3,84.497,2202.776,1.81360914996442,86.978,82.389,1986.4,1257.6,749.1,94.306,93.181,1371.9
2002Q2,2002.25,0,1.72,0.379999995231628,187.236,-266.5,89.551,87.237,-2.28079306086124,2696.875,12893,84.812,2224.915,2.18778767521106,87.838,83.541,1984.4,1270.5,755.9,94.393,91.944,1351.6
2002Q3,2002.5,0.850242320094317,1.64,0.379999995231628,186.659,-276.9,89.957,87.492,1.91170770564394,2717.759,12955.8,85.19,2224.612,-0.916692116617552,88.307,84.442,2010.4,1282.6,757.2,94.343,91.401,1343.7
2002Q4,2002.75,0,1.33,0.379999995231628,186.848,-310.6,89.904,87.811,-1.23022980438154,2737.143,12964,85.651,2220.654,1.33652249409287,88.902,85.426,2026.1,1303.8,758.7,94.009,90.305,1328.4
2003Q1,2003,1.11474234608489,1.16,0.358999997377396,185.877,-333.4,90.322,88.176,1.72090539317092,2728.291,13031.2,86.179,2239.474,0.203924436977593,88.525,83.639,2033.8,1329,768.2,93.651,90.52,1327.8
2003Q2,2003.25,0,1.04,0.358999997377396,185.352,-401.8,91.303,88.292,7.59075783942632,2771.221,13152.1,86.455,2251.283,-3.05890198742025,90.051,87.109,2041.4,1347.4,778.1,95.466,92.707,1359.1
2003Q3,2003.5,0.360556545078859,0.93,0.358999997377396,185.616,-472.5,93.414,88.602,4.45796122797588,2771.238,13372.4,86.934,2330.89,0.298103119708393,89.549,85.773,2008.8,1369.9,787.4,96.156,94.565,1388.5
2003Q4,2003.75,0.672497744978326,0.92,0.358999997377396,186.577,-403.8,94.798,88.711,-2.56082903630179,2786.323,13528.7,87.346,2413.141,4.74819945139012,90.233,87.426,2114.5,1372.3,799.1,97.088,95.919,1411.5
2004Q1,2004,0,0.92,0.358000010251999,187.389,-441,95.177,89.391,-0.583079312760501,2793.935,13606.5,88.108,2414.528,2.37228782794486,90.527,87.753,2125.5,1424.8,814.6,96.116,94.853,1400.3
2004Q2,2004.25,0.208481066839449,1.08,0.358000010251999,187.495,-402.2,96.164,89.944,4.0137730131327,2809.923,13706.2,88.875,2500.867,-1.37239551836315,90.868,88.433,2171.8,1433,828.3,97.26,96.962,1440.2
2004Q3,2004.5,0,1.49,0.358000010251999,188.716,-373.1,97.108,90.555,1.67860963018639,2820.664,13830.8,89.422,2539.376,1.27707674109635,91.365,89.48,2246.3,1441.4,843.1,98.263,99.597,1485.6
2004Q4,2004.75,0,2.01,0.358000010251999,189.735,-380.5,97.945,91.336,2.09861244808053,2808.229,13950.4,90.049,2590.616,-2.23700264462144,91.145,88.367,2303.8,1463.9,848.3,97.637,101.712,1526.5
2005Q1,2005,0.79593695160735,2.54,0.351000010967255,190.065,-312.9,99.186,92.175,1.59644469578827,2814.091,14099.1,90.883,2664.359,0.25762550086274,91.484,89.015,2476.6,1516.5,864.4,97.922,102.969,1560.5
2005Q2,2005.25,0,2.86,0.351000010967255,191.286,-310,99.712,92.882,0.803775799245653,2818.942,14172.7,91.543,2630.506,-0.791895035417246,91.442,88.697,2512.5,1523.5,871.8,97.778,104.449,1595.2
2005Q3,2005.5,0,3.36,0.351000010967255,191.697,-307.9,100.673,93.834,1.2698085495867,2840.97,14291.8,92.399,2657.863,1.4132661237389,92.216,90.475,2567,1544.6,883.9,97.511,106.363,1633.8
2005Q4,2005.75,0,3.83,0.351000010967255,192.925,-288.1,101.377,94.552,-1.02842161720238,2830.703,14373.4,93.1,2737.639,2.38553929817181,91.675,89.192,2648.1,1566.2,892,97.224,106.79,1656.4
2006Q1,2006,0,4.39,0.352999985218048,194.67,-242.5,102.934,95.138,3.80918913074072,2853.496,14546.1,93.832,2773.826,0.213848516362352,92.424,91.367,2746.4,1603.7,920,98.747,110.728,1729.4
2006Q2,2006.25,1.66814343294867,4.7,0.352999985218048,195.207,-244.3,103.13,95.944,-2.9224507723034,2864.122,14589.6,94.587,2755.714,1.33058670049704,92.314,90.913,2800.8,1626.7,923.4,97.929,112.111,1761
2006Q3,2006.5,0,4.91,0.352999985218048,196.33,-234,103.263,96.463,-2.60498571223704,2870.426,14602.6,95.247,2727.6,0.496820889040671,92.712,90.967,2840.8,1653.6,926.5,97.097,113.449,1793.6
2006Q4,2006.75,0,4.9,0.352999985218048,196.937,-187.3,104.398,96.485,2.92455776841588,2889.085,14716.9,95.58,2663.03,-1.61537948883045,93.405,91.675,2863.7,1654,938.9,99.247,114.186,1821.2
2007Q1,2007,0,4.98,0.352999985218048,196.984,-213.8,104.523,97.37,-2.14325389700028,2882.744,14726,96.654,2638.528,0.288784472462572,93.128,90.748,2945,1737.6,962.3,100.702,116.145,1864.7
2007Q2,2007.25,0,4.74,0.352999985218048,197.689,-251.9,105.582,97.923,-2.24484253065043,2907.034,14838.7,97.194,2674.7,2.25202242425663,93.664,91.807,2973.2,1717.4,962.8,99.537,118.427,1907.5
2007Q3,2007.5,0,4.3,0.352999985218048,197.097,-286.9,106.462,98.085,0.636704821638751,2928.048,14938.5,97.531,2658.118,-2.02424113299337,94.443,93.048,2953.3,1744.5,964.6,99.232,120.263,1937.9
2007Q4,2007.75,5.07348166150045,3.39,0.352999985218048,196.627,-309.9,106.674,98.354,1.09007272776361,2939.81,14991.8,97.956,2605.21,-1.43488922441285,94.796,92.696,2962.2,1787.4,974.9,99.103,122.292,1972.3
2008Q1,2008,0,2.04,0.352999985218048,196.047,-409,105.298,98.749,-4.64164477215953,2951.988,14889.5,98.516,2517.473,0.186030000918941,95.261,92.737,2911.1,1825.7,991.4,98.988,122.325,1981.6
2008Q2,2008.25,0,1.63,0.352999985218048,195.112,-780.5,105.827,99.185,0.955570888806581,2974.981,14963.4,98.995,2472.623,-0.430090034792988,95.499,92.559,2716.7,1960.7,992,97.81,121.62,1978.7
2008Q3,2008.5,0,1.49,0.352999985218048,193.02,-663.6,104.957,99.923,0.520021205935655,3016.161,14891.6,99.673,2403.773,-2.06137834379952,96.906,94.885,2793.9,1897.1,995.5,97.154,118.337,1947.3
2008Q4,2008.75,-1.64103307998868,0.3,0.352999985218048,188.205,-682.8,101.701,99.956,0.338607255752352,3035.882,14577,99.815,2190.041,-6.76910617778859,97.89,96.232,2686.3,1935.1,993.4,100.518,111.429,1856.2
2009Q1,2009,0,0.21,0,183.237,-1040.1,99.797,100.287,5.40561052417396,3040.542,14375,100.062,1937.678,-7.94473619172706,98.376,96.765,2417,2048.1,966.2,98.69,103.357,1712.3
2009Q2,2009.25,0,0.17,0,179.255,-1334.7,99.494,99.871,8.04619218064287,3096.001,14355.6,99.895,1820.549,-4.57125127204802,100.111,100.03,2377.6,2202.1,971.2,100.594,100.033,1637.5
2009Q3,2009.5,0,0.16,0,177.079,-1340.9,99.728,99.851,0.364489899990102,3112.999,14402.5,99.873,1804.679,4.4352133157223,100.668,101.532,2432.4,2209.7,968.4,100.443,98.753,1600.3
2009Q4,2009.75,0,0.06,0,177.201,-1279.6,100.981,99.991,2.11261677233095,3106.822,14541.9,100.169,1949.553,3.41803887374455,100.845,101.673,2500.6,2207.9,971.6,100.233,97.856,1583.6
2010Q1,2010,0,0.11,0,177.205,-1351.9,101.544,100.383,-2.9471925813801,3084.28,14604.8,100.522,2012.899,3.25704907405171,100.289,100.126,2523.2,2283.7,976.9,99.479,98.874,1594.4
2010Q2,2010.25,0,0.15,0,178.704,-1338.4,102.722,100.779,-1.94961049202478,3106.209,14745.9,100.968,2116.907,4.50733190925398,100.526,100.151,2565.5,2278.1,989,100.639,101.581,1641.8
2010Q3,2010.5,0,0.16,0,179.508,-1319.2,103.77,101.151,1.21939501081226,3103.533,14845.5,101.429,2185.703,2.38383826634536,100.307,100.642,2650.3,2310.6,993.3,100.904,103.632,1677.4
2010Q4,2010.75,-0.649845922189668,0.14,0,180.518,-1305.3,104.739,101.631,-2.00193426137591,3071.524,14939,101.949,2166.144,2.35028872719751,99.338,98.369,2703.4,2328.5,996.9,100.595,105.794,1719.3
2011Q1,2011,0,0.13,0,180.864,-1236.4,104.088,101.868,-0.642462356169285,3012.216,14881.3,102.399,2125.917,-0.951125267645476,97.83,94.412,2846.5,2333.5,918.1,101.308,105.552,1722.4
2011Q2,2011.25,0,0.05,0,182.27,-1313.2,105.229,102.565,-1.83152450981982,3008.995,14989.6,103.145,2207.971,2.36824952568125,97.808,94.831,2864.5,2335.3,920.7,99.728,107.807,1768.5
2011Q3,2011.5,-2.51585518681821,0.02,0,183.182,-1231.2,105.525,103.199,-0.00045401026253522,2990.006,15021.1,103.768,2214.023,-1.09461566338124,97.279,95.275,2860.7,2321.3,928.5,99.739,112.695,1854.5
2011Q4,2011.75,-0.3113016597538,0.01,0,184.356,-1195.8,107.024,103.525,1.66034124108608,2978.279,15190.3,103.917,2373.743,2.06635580151735,96.916,93.324,2906.5,2331.3,921.6,98.289,115.286,1902.9
2012Q1,2012,0,0.07,0,185.792,-1073.2,107.904,103.936,1.72570067762506,2957.762,15275,104.461,2413.671,1.45937805951941,96.766,93.277,3031.1,2353.7,948.6,99.95,116.935,1942
2012Q2,2012.25,0,0.09,0,186.003,-1098,108.519,104.517,0.195189958902814,2954.859,15336.7,104.942,2447.991,-1.33854121959094,96.592,93.255,3070.5,2374,949.4,100.056,118.191,1968.8
2012Q3,2012.5,0,0.1,0,186.906,-1102.2,109.498,104.979,2.44009893374744,2974.394,15431.3,105.428,2457.71,-1.06451945211207,97.758,95.904,3059.1,2381.6,951.5,99.705,118.431,1978.3
2012Q4,2012.75,0,0.09,0,187.92,-1043.1,109.529,105.228,-0.166524700639669,2928.714,15433.7,105.824,2424.278,0.331571121085723,96.407,92.798,3144.8,2388.7,973.7,101.525,119.494,1998.7
2013Q1,2013,-2.96280883834868,0.09,0,188.655,-746.1,110.18,105.475,-1.17792999721035,2899.769,15538.4,106.204,2468.974,2.06981211392235,95.841,91.538,3252.2,2417.1,1096,99.871,119.931,2010.3
2013Q2,2013.25,0,0.05,0,189.344,-561.2,110.714,105.867,1.8607997074974,2901.17,15606.6,106.488,2510.684,-0.8768261111527,95.8,91.495,3257.3,2430.7,1107.5,100.686,120.41,2026.9
2013Q3,2013.5,0,0.03,0,190.242,-749.8,112.236,106.367,4.94157921246082,2902.411,15779.9,106.923,2610.266,-2.65243034672995,95.895,92.097,3282,2454.2,1113.2,100.513,122.028,2060.2
2013Q4,2013.75,0,0.06,0,190.911,-539.4,113.542,106.736,1.14498084785187,2874.457,15916.2,107.301,2634.69,0.374982737528505,94.958,90.305,3342.7,2447.9,1122.9,100.63,125.09,2118.7
